Sender Name,46708275344@s.whatsapp.net,Bad Boy,Big Boss,Dadusko,Goldfinger,Goldfinger SOB,Goldy Finger,Gooooosssse,Goose,Goose System,Goose.4444,Jose Topgun,KakaoKalk,KakaoTalk,Maverick,Maverick SOB,Maverick.4444,Michael Jonson,Mike Jonson,Mike.Jonson,Rupert Beae,Telegram,Twi Grey,Twilight G,Twilight Grey,TwilightGrey,Unmatched Telegram User,blondtrip24,kikteam,ladyancy96,maverick,status@broadcast
Goose.4444,0.6330310534335949,0.7005124685603205,0.6380465426944895,0.11605177063713189,0.5987950931542071,0.28867513459481287,0.5094572077707373,0.5110186359579231,0.6384993103266196,0.6624647405949442,0.9999999999999987,0.5579640700826805,0.03713053286162528,0.019641855032959656,0.6717263714534928,0.7025544052034173,0.6628561857372772,0.42220177321220437,0.4056111516325196,0.6472474789456009,0.5352076059566474,0.23770341280926777,0.3859218346590282,0.5512459105263764,0.5819741329683552,0.1543033499620919,0.3258090644799594,0.6074978734732754,0.375,0.555974301272555,0.5547193527672606,0.24056261216234406
Jose Topgun,0.7822029177231736,0.6042508825937838,0.6031116796312469,0.05001705417592654,0.6303779375997881,0.1583474471922258,0.7693187760198549,0.3920123334123795,0.7348974587795952,0.748926945819657,0.5579640700826805,1.0000000000000007,0.050433245858161876,0.0,0.7872204311354972,0.782163366281362,0.5775481519575592,0.8009611316158419,0.4297456259308335,0.46055017009536076,0.8492176472778586,0.24094204534658553,0.574205261661874,0.5592816057853603,0.5458443005684807,0.33050010495247784,0.30365161094862825,0.4477400373842037,0.3918083196939499,0.37854303058052735,0.3383280579950147,0.723874044307318
KakaoKalk,0.08189208409913677,0.07545392571564488,0.0856770704641333,0.0,0.04082231244228088,0.0,0.040058296082943305,0.03355471826207245,0.058036742440060254,0.0731888531917147,0.03713053286162528,0.050433245858161876,0.9999999999999984,0.0,0.08051862649485941,0.0811705481701987,0.09570720101900798,0.003285920030985269,0.1911819618769405,0.04377374403986719,0.04302617099603952,0.21719552413866855,0.0,0.09603057099907497,0.08903282953667596,0.0,0.22964240916499754,0.1037498264869162,0.21040635288254328,0.11811979776799647,0.004870232549415786,0.0
KakaoTalk,0.02370918070776476,0.03341698047447238,0.010594920635269796,0.0,0.03123531670651749,0.0,0.006357187876571513,0.022821773229381923,0.005417846305378637,0.03122888735811148,0.019641855032959656,0.0,0.0,1.0000000000000002,0.023396663873580487,0.023660149398492408,0.056957177181117404,0.0,0.02844400619942872,0.012259100396473167,0.0,0.0,0.04145133361448392,0.0,0.03814929479560964,0.0,0.014724802058002093,0.06332666327607277,0.058925565098878974,0.031242373398300095,0.0,0.0
Maverick,0.9872233207292263,0.8346054198725364,0.8172794722825966,0.057155538612035275,0.7086532775709848,0.22042264682185053,0.7063862795967485,0.5988492268200136,0.8224548266016842,0.928643622701612,0.6717263714534928,0.7872204311354972,0.08051862649485941,0.023396663873580487,1.000000000000006,0.9355415164704076,0.7943880885513909,0.60798728860705,0.6588399037434125,0.7029346582006679,0.7844728697918858,0.3388521062053964,0.49505729962007966,0.6336479480012019,0.6485981252054951,0.27334439675547406,0.5146600477705598,0.5685366412101178,0.4613213949830589,0.49576452027437773,0.46396025785935646,0.48052137007163415
Maverick SOB,0.9004543021385822,0.8841452017158962,0.8462555849272875,0.06261580592446514,0.6907898761605471,0.2523470060884139,0.7108471824834067,0.627306155896256,0.8491751326205517,0.9168433111098158,0.7025544052034173,0.782163366281362,0.0811705481701987,0.023660149398492408,0.9355415164704076,1.0000000000000036,0.801185383904362,0.637569498356456,0.6676055206807665,0.7682756240263423,0.8171221815893238,0.2985653150431684,0.5004250066900957,0.6648508828391717,0.6247370295164852,0.2665433795325319,0.48123686605589894,0.615733911146479,0.43707783568302583,0.5329626391825979,0.5385945077344094,0.5046940121768279
Maverick.4444,0.7643309316174698,0.8246207022819219,0.8083303458836156,0.12619698950155983,0.642147406408079,0.23252670213838528,0.5434933018655622,0.6733294387720316,0.6484918649545115,0.79442772993829,0.6628561857372772,0.5775481519575592,0.09570720101900798,0.056957177181117404,0.7943880885513909,0.801185383904362,0.9999999999999979,0.3341415969965103,0.6277849915761445,0.7792400287531404,0.5152378521036683,0.4752211057621277,0.41316641678790933,0.7076045482766036,0.7253784857409095,0.22372335068869884,0.6369798598487382,0.6683600487874352,0.5487442347749109,0.6179235261796472,0.5011915791188751,0.1860213617107082
Michael Jonson,0.604581661873995,0.35797282964929056,0.3316619236432372,0.06932363897188581,0.5088461619290736,0.11496024978590211,0.7178484104951698,0.1520932021620494,0.6219496202512043,0.5688242686178969,0.42220177321220437,0.8009611316158419,0.003285920030985269,0.0,0.60798728860705,0.637569498356456,0.3341415969965103,1.0000000000000002,0.25363923763065477,0.2243857549000418,0.8688768880979735,0.09546153479249729,0.525260019433134,0.37137663734938825,0.35092528330399747,0.26627829911230355,0.1029693111456613,0.2532201569901397,0.2323031590599902,0.17595326832561092,0.1762911927015346,0.9196819982872169
Mike Jonson,0.6375177531624537,0.6137936404592784,0.7033788805336493,0.06302187238523516,0.3778906078815675,0.06967330142916177,0.34067221134509895,0.5413849777882254,0.49837639110529747,0.6112264725397646,0.4056111516325196,0.4297456259308335,0.1911819618769405,0.02844400619942872,0.6588399037434125,0.6676055206807665,0.6277849915761445,0.25363923763065477,0.9999999999999998,0.5858125184968592,0.42743263612434107,0.3965871472369621,0.1910048024294049,0.4561583144074163,0.4195792606991262,0.16758875761286823,0.5798734038365819,0.41717274305166424,0.4324284178561574,0.3705704955150898,0.32053138622981836,0.13934660285832354
Mike.Jonson,0.643700012542496,0.7948469255817147,0.7851499633718456,0.06337761972642286,0.4975366705248027,0.2552425957537368,0.39792796295898314,0.6177418956119368,0.6188821952419956,0.7224758775126326,0.6472474789456009,0.46055017009536076,0.04377374403986719,0.012259100396473167,0.7029346582006679,0.7682756240263423,0.7792400287531404,0.2243857549000418,0.5858125184968592,0.9999999999999988,0.4426384362682974,0.25283578349678154,0.2713553362256511,0.5703985775378059,0.5596523218283223,0.1685347665567043,0.46274463136655575,0.6586366097671724,0.39008218597167915,0.6308065868115331,0.5491730943723806,0.06005708135382042
Rupert Beae,0.7743872190960741,0.5830468722079692,0.5481497075892113,0.01712699580155941,0.5959782022871105,0.17987875972258854,0.7704356323738891,0.34612187095925095,0.7598718776493184,0.7582372243061186,0.5352076059566474,0.8492176472778586,0.04302617099603952,0.0,0.7844728697918858,0.8171221815893238,0.5152378521036683,0.8688768880979735,0.42743263612434107,0.4426384362682974,0.9999999999999994,0.17629148430392214,0.5354212596970545,0.5072853042176166,0.46711342092507047,0.2859174811071154,0.27257768656332354,0.42529186103607847,0.29652778849172573,0.3506640859613753,0.333915851921441,0.8236553734665897
Telegram,0.34790303419341767,0.3092869540286447,0.3671382669051175,0.1426696224432577,0.25945772077913726,0.09741974254063751,0.18572502740071642,0.33998157798356776,0.22052385213366063,0.33696973522806917,0.23770341280926777,0.24094204534658553,0.21719552413866855,0.0,0.3388521062053964,0.2985653150431684,0.4752211057621277,0.09546153479249729,0.3965871472369621,0.25283578349678154,0.17629148430392214,1.0000000000000009,0.09750169396841307,0.39324064001166825,0.34925707934166234,0.11902409772891165,0.6989872144343634,0.3164791753950287,0.4359011879967137,0.2880950860679785,0.20946620501847404,0.0
Twi Grey,0.4972852425772831,0.4363311979013555,0.37944598164901755,0.0,0.5040875943199045,0.05076730825668096,0.581838725471954,0.23839021982291242,0.4796963751884677,0.4717354100990246,0.3859218346590282,0.574205261661874,0.0,0.04145133361448392,0.49505729962007966,0.5004250066900957,0.41316641678790933,0.525260019433134,0.1910048024294049,0.2713553362256511,0.5354212596970545,0.09750169396841307,0.9999999999999994,0.41984693137551576,0.5471433444226182,0.24422640935816572,0.10803419480488669,0.32444686626396435,0.24913941224823344,0.25253241831503687,0.2479714842483558,0.5076730825668095
Twilight G,0.6059150970489035,0.677379934941256,0.6081039859927401,0.051948051948051945,0.5855083738745166,0.2369017707396714,0.5473138620659548,0.5345441766672848,0.5910557709713201,0.6206487016732702,0.5512459105263764,0.5592816057853603,0.09603057099907497,0.0,0.6336479480012019,0.6648508828391717,0.7076045482766036,0.37137663734938825,0.4561583144074163,0.5703985775378059,0.5072853042176166,0.39324064001166825,0.41984693137551576,1.0000000000000004,0.7043780364302531,0.3338409422390861,0.46568248067021445,0.5933088326092613,0.4662794355956193,0.5307025046195124,0.5064016545246556,0.2584382953523688
Twilight Grey,0.6317349847792999,0.6408166776213554,0.5837832855235868,0.03756682860961351,0.6640330896333622,0.09863776775716067,0.5702506137590113,0.4730447747128587,0.5364217018317524,0.6291217000333477,0.5819741329683552,0.5458443005684807,0.08903282953667596,0.03814929479560964,0.6485981252054951,0.6247370295164852,0.7253784857409095,0.35092528330399747,0.4195792606991262,0.5596523218283223,0.46711342092507047,0.34925707934166234,0.5471433444226182,0.7043780364302531,0.9999999999999971,0.29414500472487304,0.40932180684524605,0.5633803116668494,0.4765693758384642,0.5367408223031136,0.3880294397464902,0.26995599596696607
TwilightGrey,0.27420967184343287,0.20782721485010627,0.2288881215963891,0.0,0.21129925228902802,0.0,0.25802889548422303,0.19422464901683897,0.22699603015345768,0.25501331898125934,0.1543033499620919,0.33050010495247784,0.0,0.0,0.27334439675547406,0.2665433795325319,0.22372335068869884,0.26627829911230355,0.16758875761286823,0.1685347665567043,0.2859174811071154,0.11902409772891165,0.24422640935816572,0.3338409422390861,0.29414500472487304,0.9999999999999999,0.15182442005408125,0.14095391072905492,0.15430334996209194,0.09203820492071886,0.12143534814378326,0.2672612419124244
Unmatched Telegram User,0.5129633575372264,0.4951645416570477,0.5971990419203281,0.11962485741987161,0.3024831657801481,0.1487815378730536,0.2052830745498052,0.48441044365809727,0.3507383249799691,0.5075898538760986,0.3258090644799594,0.30365161094862825,0.22964240916499754,0.014724802058002093,0.5146600477705598,0.48123686605589894,0.6369798598487382,0.1029693111456613,0.5798734038365819,0.46274463136655575,0.27257768656332354,0.6989872144343634,0.10803419480488669,0.46568248067021445,0.40932180684524605,0.15182442005408125,1.0000000000000022,0.3180663976294406,0.4750478370247078,0.3105254907757074,0.2186815418794448,0.009017062901397189
blondtrip24,0.52629891522632,0.6507271550895778,0.581705822296088,0.056123808490065256,0.6081777936145535,0.27921242185096395,0.4690856287885768,0.48559618754974676,0.5195817484460779,0.547322289367812,0.6074978734732754,0.4477400373842037,0.1037498264869162,0.06332666327607277,0.5685366412101178,0.615733911146479,0.6683600487874352,0.2532201569901397,0.41717274305166424,0.6586366097671724,0.42529186103607847,0.3164791753950287,0.32444686626396435,0.5933088326092613,0.5633803116668494,0.14095391072905492,0.3180663976294406,0.9999999999999991,0.43883138771779606,0.8986234631553525,0.5673711529045607,0.09307080728365465
kikteam,0.44985875253814567,0.4135140362548627,0.45886908892411915,0.1305582419667734,0.37424693322137953,0.0,0.37984530049965276,0.33888604279314904,0.34670512550735444,0.40677659510215874,0.375,0.3918083196939499,0.21040635288254328,0.058925565098878974,0.4613213949830589,0.43707783568302583,0.5487442347749109,0.2323031590599902,0.4324284178561574,0.39008218597167915,0.29652778849172573,0.4359011879967137,0.24913941224823344,0.4662794355956193,0.4765693758384642,0.15430334996209194,0.4750478370247078,0.43883138771779606,1.0000000000000004,0.4252651112382789,0.20494557368248534,0.14433756729740646
ladyancy96,0.4511052256736133,0.584132424932301,0.5317683146129069,0.046148043879957606,0.5282684848936364,0.22958361953801432,0.38908411567246465,0.4278038165062074,0.4448320395108664,0.4864971599040465,0.555974301272555,0.37854303058052735,0.11811979776799647,0.031242373398300095,0.49576452027437773,0.5329626391825979,0.6179235261796472,0.17595326832561092,0.3705704955150898,0.6308065868115331,0.3506640859613753,0.2880950860679785,0.25253241831503687,0.5307025046195124,0.5367408223031136,0.09203820492071886,0.3105254907757074,0.8986234631553525,0.4252651112382789,1.000000000000002,0.48680700568599233,0.03826393658966905
maverick,0.4152395631714376,0.6113469305011575,0.48272944521354694,0.03424938726253708,0.4741433571730655,0.3407771005482389,0.3670353731096397,0.5397505397508096,0.5110355972253046,0.4856822154664419,0.5547193527672606,0.3383280579950147,0.004870232549415786,0.0,0.46396025785935646,0.5385945077344094,0.5011915791188751,0.1762911927015346,0.32053138622981836,0.5491730943723806,0.333915851921441,0.20946620501847404,0.2479714842483558,0.5064016545246556,0.3880294397464902,0.12143534814378326,0.2186815418794448,0.5673711529045607,0.20494557368248534,0.48680700568599233,0.9999999999999973,0.0
status@broadcast,0.49041444627368397,0.19440455840413878,0.18166504595186636,0.0,0.3740517629943043,0.0,0.6695902593541221,0.0,0.5042964402140269,0.43481277054317546,0.24056261216234406,0.723874044307318,0.0,0.0,0.48052137007163415,0.5046940121768279,0.1860213617107082,0.9196819982872169,0.13934660285832354,0.06005708135382042,0.8236553734665897,0.0,0.5076730825668095,0.2584382953523688,0.26995599596696607,0.2672612419124244,0.009017062901397189,0.09307080728365465,0.14433756729740646,0.03826393658966905,0.0,1.0
